4.0cm from step -3.5 cm  from right edge angle -10dgree											
0	0	0	514	0	0	0	0	597	0	0	0
3	0	0	513	0	0	0	0	597	0	0	0
7	0	0	513	0	0	0	0	594	0	0	0
11	0	0	513	0	0	0	0	595	0	0	0
15	0	0	513	0	0	0	0	595	0	0	0
19	0	0	513	0	0	0	0	596	0	0	0
23	0	0	513	0	0	0	0	595	0	0	0
27	0	0	513	0	0	0	0	595	0	0	0
31	0	0	513	0	-1	1	0	594	0	0	0
35	0	0	513	0	-1	1	0	594	0	0	0
39	0	0	513	0	-1	1	0	591	0	0	0
43	0	0	513	0	-2	1	0	591	0	0	0
47	0	0	512	0	-2	2	-1	590	0	0	0
51	0	0	513	0	-3	2	-1	590	0	0	0
55	0	0	513	0	-4	2	-1	591	0	0	0
59	0	0	514	0	-4	2	-1	592	0	0	0
63	0	0	514	0	-5	3	-2	592	0	0	0
67	0	0	514	0	-6	3	-2	592	0	0	0
71	0	0	513	0	-6	3	-2	592	0	0	0
75	0	0	513	0	-7	3	-2	593	0	0	0
79	0	0	513	0	-8	3	-2	601	0	0	0
83	0	0	512	0	-9	3	-3	607	0	0	0
87	0	0	511	0	-10	3	-3	616	0	0	0
91	0	0	511	0	-11	3	-3	627	0	0	0
95	0	0	511	0	-11	3	-3	630	0	0	0
99	0	0	510	0	-12	3	-3	634	0	0	0
103	0	0	508	0	-12	3	-3	640	0	0	0
107	0	0	508	0	-13	2	-3	635	0	0	0
111	0	0	507	0	-13	2	-3	631	0	0	0
115	0	0	506	0	-13	1	-3	629	0	0	0
119	0	0	505	0	-13	1	-3	627	0	0	0
123	0	0	504	0	-13	0	-3	618	0	0	0
127	0	0	503	0	-13	0	-3	617	0	0	0
131	0	0	502	0	-13	-1	-3	620	0	0	0
135	0	0	501	0	-13	-1	-3	623	0	0	0
139	0	0	502	0	-13	-2	-2	622	0	0	0
143	0	0	502	0	-13	-3	-2	608	0	0	0
147	0	0	502	0	-13	-3	-2	601	0	0	0
151	0	0	502	0	-12	-4	-2	593	0	0	0
155	0	0	502	0	-12	-4	-2	577	0	0	0
159	0	0	501	0	-12	-5	-1	573	0	0	0
163	0	0	501	0	-12	-6	-1	575	0	0	0
167	0	0	502	0	-12	-6	-1	592	0	0	0
171	0	0	502	0	-12	-7	-1	600	0	0	0
175	0	0	502	0	-12	-8	-1	618	0	0	0
179	0	0	504	0	-12	-9	0	625	0	0	0
183	0	0	506	0	-12	-10	0	632	0	0	0
187	0	0	506	0	-12	-11	0	640	0	0	0
191	0	0	508	0	-12	-11	0	646	0	0	0
195	0	0	508	0	-11	-12	0	651	0	0	0
199	0	0	510	0	-11	-13	0	643	0	0	0
203	0	0	510	0	-11	-14	0	638	0	0	0
207	0	0	512	0	-10	-15	1	635	0	0	0
211	0	0	512	0	-10	-15	1	634	0	0	0
215	0	0	512	0	-10	-16	1	634	0	0	0
219	0	0	514	0	-9	-17	2	634	0	0	0
223	0	0	515	0	-8	-17	2	631	0	0	0
227	0	0	515	0	-8	-18	2	624	0	0	0
231	0	0	515	0	-7	-18	2	610	0	0	0
235	0	0	515	0	-6	-19	3	605	0	0	0
239	0	0	515	0	-5	-19	3	597	0	0	0
243	0	0	515	0	-4	-19	3	582	0	0	0
247	0	0	516	0	-4	-19	3	577	0	0	0
251	0	0	517	0	-3	-20	4	565	0	0	0
255	0	0	519	0	-2	-20	4	564	0	0	0
259	0	0	520	0	-1	-20	4	566	0	0	0
263	0	0	520	0	0	-21	5	571	0	0	0
267	0	0	520	0	1	-21	5	575	0	0	0
271	0	0	520	0	2	-21	5	580	0	0	0
275	0	0	522	0	2	-22	6	599	0	0	0
279	0	0	522	0	3	-22	6	609	0	0	0
283	0	0	523	0	4	-23	6	624	0	0	0
287	0	0	522	0	5	-23	7	628	0	0	0
291	0	0	523	0	6	-23	7	630	0	0	0
295	0	0	524	0	6	-24	7	629	0	0	0
299	0	0	525	0	8	-24	8	624	0	0	0
303	0	0	525	0	8	-24	8	620	0	0	0
307	0	0	529	0	10	-24	8	601	0	0	0
311	0	0	530	0	11	-24	8	592	0	0	0
315	0	0	531	0	12	-24	9	578	0	0	0
319	0	0	533	0	14	-24	9	574	0	0	0
323	0	0	535	0	15	-24	9	570	0	0	0
327	0	0	536	0	16	-24	10	563	0	0	0
331	0	0	540	0	17	-24	10	564	0	0	0
335	0	0	543	0	18	-24	10	568	0	0	0
339	0	0	546	0	20	-24	11	579	0	0	0
343	0	0	548	0	21	-24	11	583	0	0	0
347	0	0	550	0	22	-24	11	588	0	0	0
351	0	0	555	0	24	-24	12	593	0	0	0
355	0	0	556	0	25	-24	12	597	0	0	0
359	0	0	559	0	26	-24	12	597	0	0	0
363	0	0	563	0	28	-24	13	595	0	0	0
367	0	0	565	0	29	-24	13	594	0	0	0
371	0	0	570	0	30	-24	13	590	0	0	0
375	0	0	572	0	32	-23	13	586	0	0	0
379	0	0	574	0	33	-23	14	584	0	0	0
383	0	0	579	0	34	-23	14	582	0	0	0
387	0	0	582	0	36	-22	14	582	0	0	0
391	0	0	584	0	37	-22	14	586	0	0	0
395	0	0	590	0	39	-21	15	588	0	0	0
399	0	0	593	0	40	-21	15	590	0	0	0
403	0	0	599	0	42	-20	15	593	0	0	0
407	0	0	601	0	43	-20	15	595	0	0	0
411	0	0	605	0	44	-19	15	596	0	0	0
415	0	0	610	0	46	-18	16	597	0	0	0
419	0	0	614	0	47	-17	16	596	1	0	0
423	0	0	617	0	48	-16	16	597	1	0	0
427	0	0	623	0	50	-15	16	596	1	0	0
431	0	0	627	0	51	-14	16	595	1	0	0
435	0	0	629	0	53	-13	16	583	1	0	0
439	0	0	638	0	54	-11	16	571	1	0	0
443	0	0	643	0	56	-10	16	554	1	0	0
447	0	0	651	0	57	-9	16	525	1	0	0
451	0	0	655	0	58	-7	16	520	1	0	0
455	0	0	658	0	60	-6	16	515	1	0	0
459	0	0	662	0	61	-4	16	513	1	0	0
