5.5cm from step -0.5 cm  from right edge angle 0dgree											
0	0	0	528	0	0	0	0	604	0	0	0
3	0	0	528	0	0	0	0	602	0	0	0
7	0	0	528	0	0	0	0	601	0	0	0
11	0	0	528	0	0	0	0	600	0	0	0
15	0	0	528	0	0	0	0	599	0	0	0
19	0	0	528	0	0	0	0	600	0	0	0
23	0	0	528	0	0	0	0	600	0	0	0
27	0	0	527	0	-1	0	0	600	0	0	0
31	0	0	527	0	-1	0	0	600	0	0	0
35	0	0	528	0	-1	1	0	601	0	0	0
39	0	0	527	0	-2	1	0	601	0	0	0
43	0	0	527	0	-2	1	0	602	0	0	0
47	0	0	528	0	-2	2	-1	604	0	0	0
51	0	0	528	0	-3	2	-1	606	0	0	0
55	0	0	527	0	-4	2	-1	611	0	0	0
59	0	0	527	0	-4	3	-1	613	0	0	0
63	0	0	527	0	-4	3	-1	615	0	0	0
67	0	0	527	0	-5	4	-2	617	0	0	0
71	0	0	527	0	-5	4	-2	618	0	0	0
75	0	0	527	0	-6	5	-2	616	0	0	0
79	0	0	526	0	-6	5	-2	614	0	0	0
83	0	0	526	0	-6	6	-3	613	0	0	0
87	0	0	526	0	-7	6	-3	606	0	0	0
91	0	0	526	0	-7	7	-3	599	0	0	0
95	0	0	525	0	-7	7	-3	591	0	0	0
99	0	0	525	0	-7	8	-3	581	0	0	0
103	0	0	524	0	-7	8	-3	577	0	0	0
107	0	0	523	0	-7	8	-3	572	0	0	0
111	0	0	521	0	-7	8	-3	567	0	0	0
115	0	0	521	0	-6	8	-3	571	0	0	0
119	0	0	520	0	-6	7	-3	580	0	0	0
123	0	0	519	0	-6	7	-3	582	0	0	0
127	0	0	520	0	-6	7	-3	585	0	0	0
131	0	0	519	0	-6	6	-3	586	0	0	0
135	0	0	518	0	-5	6	-2	586	0	0	0
139	0	0	519	0	-5	5	-2	586	0	0	0
143	0	0	518	0	-5	4	-2	590	0	0	0
147	0	0	518	0	-5	4	-2	594	0	0	0
151	0	0	518	0	-5	3	-2	595	0	0	0
155	0	0	518	0	-4	2	-1	602	0	0	0
159	0	0	519	0	-4	1	-1	613	0	0	0
163	0	0	518	0	-4	1	-1	629	0	0	0
167	0	0	518	0	-4	0	-1	636	0	0	0
171	0	0	518	0	-4	-1	0	641	0	0	0
175	0	0	521	0	-4	-2	0	644	0	0	0
179	0	0	522	0	-4	-3	0	644	0	0	0
183	0	0	522	0	-4	-4	0	644	0	0	0
187	0	0	525	0	-3	-4	0	638	0	0	0
191	0	0	527	0	-3	-5	0	631	0	0	0
195	0	0	529	0	-2	-6	0	617	0	0	0
199	0	0	531	0	-2	-6	1	611	0	0	0
203	0	0	533	0	-2	-7	1	608	0	0	0
207	0	0	533	0	-1	-8	1	604	0	0	0
211	0	0	533	0	-1	-9	1	602	0	0	0
215	0	0	534	0	0	-9	2	594	0	0	0
219	0	0	535	0	0	-10	2	590	0	0	0
223	0	0	536	0	1	-11	3	588	0	0	0
227	0	0	536	0	1	-11	3	589	0	0	0
231	0	0	537	0	2	-12	3	589	0	0	0
235	0	0	537	0	2	-13	3	591	0	0	0
239	0	0	538	0	2	-14	4	603	0	0	0
243	0	0	537	0	3	-15	4	610	0	0	0
247	0	0	538	0	3	-15	4	616	0	0	0
251	0	0	539	0	4	-16	5	626	0	0	0
255	0	0	539	0	4	-17	5	631	0	0	0
259	0	0	540	0	4	-18	5	637	0	0	0
263	0	0	541	0	5	-18	5	637	0	0	0
267	0	0	540	0	5	-19	6	635	0	0	0
271	0	0	543	0	6	-20	6	628	0	0	0
275	0	0	543	0	6	-20	6	622	0	0	0
279	0	0	543	0	7	-21	7	609	0	0	0
283	0	0	546	0	8	-21	7	603	0	0	0
287	0	0	547	0	8	-22	7	598	0	0	0
291	0	0	547	0	9	-22	7	592	0	0	0
295	0	0	549	0	10	-23	8	590	0	0	0
299	0	0	551	0	10	-23	8	587	0	0	0
303	0	0	553	0	11	-24	8	583	0	0	0
307	0	0	554	0	12	-24	9	584	0	0	0
311	0	0	554	0	12	-24	9	590	0	0	0
315	0	0	556	0	13	-25	9	594	0	0	0
319	0	0	557	0	14	-25	9	598	0	0	0
323	0	0	558	0	14	-26	10	607	0	0	0
327	0	0	558	0	15	-26	10	611	0	0	0
331	0	0	558	0	16	-26	10	615	0	0	0
335	0	0	560	0	16	-27	10	617	0	0	0
339	0	0	560	0	17	-27	11	615	0	0	0
343	0	0	561	0	18	-27	11	611	0	0	0
347	0	0	563	0	18	-27	11	607	0	0	0
351	0	0	564	0	19	-28	11	603	0	0	0
355	0	0	565	0	20	-28	12	592	0	0	0
359	0	0	568	0	21	-28	12	587	0	0	0
363	0	0	569	0	22	-28	12	582	0	0	0
367	0	0	572	0	22	-28	12	578	0	0	0
371	0	0	574	0	23	-28	12	578	0	0	0
375	0	0	575	0	24	-28	13	580	0	0	0
379	0	0	578	0	25	-28	13	583	0	0	0
383	0	0	580	0	26	-28	13	588	0	0	0
387	0	0	582	0	26	-28	13	594	0	0	0
391	0	0	584	0	27	-28	13	596	0	0	0
395	0	0	584	0	28	-28	14	599	0	0	0
399	0	0	588	0	28	-28	14	599	0	0	0
403	0	0	589	0	29	-28	14	602	0	0	0
407	0	0	590	0	30	-28	14	602	0	0	0
411	0	0	593	0	30	-28	14	600	0	0	0
415	0	0	594	0	31	-27	14	599	0	0	0
419	0	0	595	0	32	-27	14	598	0	0	0
423	0	0	597	0	32	-27	14	598	0	0	0
427	0	0	599	0	33	-27	15	598	0	0	0
431	0	0	601	0	34	-26	15	600	0	0	0
435	0	0	602	0	35	-26	15	600	0	0	0
439	0	0	603	0	35	-25	15	602	0	0	0
443	0	0	606	0	36	-25	15	602	0	0	0
447	0	0	608	0	37	-24	15	602	0	0	0
451	0	0	609	0	37	-24	15	602	0	0	0
455	0	0	611	0	38	-23	15	601	0	0	0
459	0	0	612	0	39	-22	15	600	0	0	0
463	0	0	616	0	40	-21	15	598	0	0	0
467	0	0	617	0	40	-20	15	598	0	0	0
471	0	0	619	0	41	-20	15	597	0	0	0
475	0	0	621	0	42	-19	15	601	0	0	0
479	0	0	624	0	43	-18	15	599	0	0	0
483	0	0	628	0	44	-17	15	579	0	0	0
487	0	0	631	0	45	-16	15	566	0	0	0
491	0	0	633	0	46	-15	15	555	1	0	0
495	0	0	638	0	47	-14	15	548	1	0	0
499	0	0	639	0	48	-13	15	547	1	0	0
503	0	0	642	0	48	-12	15	540	1	0	0
507	0	0	643	0	49	-11	15	540	1	0	0
511	0	0	645	0	50	-10	15	547	1	0	0
515	0	0	646	0	50	-8	14	559	1	0	0
519	0	0	646	0	50	-7	14	566	1	0	0
523	0	0	646	0	51	-6	14	572	1	0	0
527	0	0	648	0	51	-5	14	582	1	0	0
531	0	0	650	0	52	-4	14	585	1	0	0
535	0	0	650	0	52	-3	13	594	1	0	0
539	0	0	651	0	52	-2	13	599	1	0	0
543	0	0	652	0	52	-1	13	604	1	0	0
547	0	0	651	0	52	0	13	601	1	0	0
551	0	0	650	0	52	1	12	599	1	0	0
555	0	0	650	0	52	3	12	598	1	0	0
559	0	0	651	0	52	4	12	592	1	0	0
563	0	0	651	0	52	5	11	586	1	0	0
567	0	0	652	0	53	6	11	574	2	0	0
571	0	0	653	0	53	7	11	573	2	0	0
575	0	0	653	0	53	9	11	574	2	0	0
