0,0,0,675,95,0,0,0,0,0,650,0
42,0,0,673,95,0,0,0,0,0,653,5
92,0,0,672,89,0,0,0,0,0,626,5
142,0,0,672,84,0,0,0,0,0,621,6
192,0,0,679,84,0,0,0,0,0,612,9
242,0,0,678,86,0,0,0,0,0,603,21
292,0,0,679,85,0,0,0,0,0,605,8
342,0,0,678,85,0,0,0,0,0,605,7
392,0,0,678,85,0,0,0,0,0,608,8
442,0,0,677,85,0,0,0,0,0,607,8
492,0,0,676,85,0,0,0,0,0,613,9
542,0,0,676,85,0,0,0,0,0,616,8
592,0,0,676,85,0,0,0,0,0,599,8
642,0,0,677,85,0,0,0,0,0,536,7
692,0,0,680,85,0,0,0,0,0,477,7
742,0,0,684,85,0,0,0,0,0,474,6
792,0,0,686,85,0,0,0,0,0,511,8
842,0,0,691,85,0,0,0,0,0,465,22
892,0,0,697,85,0,0,0,0,0,447,23
942,0,0,701,85,0,0,0,0,0,476,32
992,0,0,700,85,0,0,0,0,0,536,31
1042,0,0,695,85,0,0,0,0,0,612,32
1092,0,0,691,85,0,0,0,0,0,642,35
1142,0,0,688,85,0,0,0,0,0,599,30
1192,0,0,686,85,0,0,0,0,0,661,31
1242,0,0,683,85,0,0,0,0,0,667,31
1292,0,0,679,85,0,0,0,0,0,724,43
1342,0,0,674,85,0,0,0,0,0,761,33
1392,0,0,668,85,0,0,0,0,0,734,32
1442,0,0,661,85,0,0,0,0,0,729,33
1492,0,0,662,85,0,0,0,0,0,665,34
1542,0,0,661,85,0,0,0,0,0,576,37
1592,0,0,661,85,0,0,0,0,0,693,40
1642,0,0,661,85,0,0,0,0,0,762,23
1692,0,0,660,85,0,0,0,0,0,665,21
1742,0,0,670,85,0,0,0,0,0,659,21
1792,0,0,658,85,0,0,0,0,0,644,10
1842,0,0,589,85,0,0,0,0,0,629,9
1892,0,0,597,85,0,0,0,0,0,686,22
1942,0,0,597,85,0,0,0,0,0,569,7
1992,0,0,606,85,0,0,0,0,0,575,6
2042,0,0,619,85,0,0,0,0,0,515,6
2092,0,0,629,85,0,0,0,0,0,495,22
2142,0,0,646,84,0,0,0,0,0,539,21
2192,0,0,648,82,0,0,0,0,0,578,7
2242,0,0,649,81,0,0,0,0,0,592,7
2292,0,0,650,81,0,0,0,0,0,621,5
2342,0,0,649,81,0,0,0,0,0,624,6
2392,0,0,647,81,0,0,0,0,0,611,6
2442,0,0,646,81,0,0,0,0,0,591,7
2492,0,0,648,81,0,0,0,0,0,604,8
2542,0,0,648,81,0,0,0,0,0,602,6
2592,0,0,645,81,0,0,0,0,0,608,21
2642,0,0,644,81,0,0,0,0,0,594,9
2692,0,0,647,81,0,0,0,0,0,580,21
2742,0,0,642,81,0,0,0,0,0,577,23
2792,0,0,645,81,0,0,0,0,0,593,22
2842,0,0,634,81,0,0,0,0,0,607,7
2892,0,0,627,81,0,0,0,0,0,605,21
2942,0,0,624,81,0,0,0,0,0,612,8
2992,0,0,623,81,0,0,0,0,0,611,22
3042,0,0,624,81,0,0,0,0,0,611,21
3092,0,0,624,81,0,0,0,0,0,607,21
3142,0,0,626,82,0,0,0,0,0,599,21
3192,0,0,622,82,0,0,0,0,0,603,16
3242,0,0,619,82,0,0,0,0,0,601,17
3292,0,0,615,82,0,0,0,0,0,593,15
3342,0,0,617,84,0,0,0,0,0,601,10
3392,0,0,620,85,0,0,0,0,0,578,8
3442,0,0,627,85,0,0,0,0,0,590,7
3492,0,0,633,85,0,0,0,0,0,601,8
3542,0,0,636,85,0,0,0,0,0,629,10
3592,0,0,634,85,0,0,0,0,0,631,10
3642,0,0,632,85,0,0,0,0,0,609,10
3692,0,0,632,85,0,0,0,0,0,605,10
3742,0,0,634,85,0,0,0,0,0,584,14
3792,0,0,640,85,0,0,0,0,0,592,15
3842,0,0,642,85,0,0,0,0,0,614,14
3892,0,0,642,85,0,0,0,0,0,621,15
3942,0,0,638,85,0,0,0,0,0,614,22
3992,0,0,632,85,0,0,0,0,0,604,22
4042,0,0,632,85,0,0,0,0,0,601,21
4092,0,0,644,85,0,0,0,0,0,599,21
4142,0,0,660,85,0,0,0,0,0,603,21
4192,0,0,675,85,0,0,0,0,0,600,21
4242,0,0,683,85,0,0,0,0,0,600,22
4292,0,0,686,85,0,0,0,0,0,603,23
4342,0,0,689,85,0,0,0,0,0,605,25
4392,0,0,679,85,0,0,0,0,0,610,22
4442,0,0,675,84,0,0,0,0,0,616,9
4492,0,0,673,85,0,0,0,0,0,601,8
4542,0,0,665,85,0,0,0,0,0,598,9
4592,0,0,666,85,0,0,0,0,0,604,8
4642,0,0,664,85,0,0,0,0,0,592,8
4692,0,0,666,85,0,0,0,0,0,601,9
4742,0,0,668,84,0,0,0,0,0,610,9
4792,0,0,672,84,0,0,0,0,0,607,14
4842,0,0,683,84,0,0,0,0,0,600,15
4892,0,0,688,84,0,0,0,0,0,596,21
4942,0,0,689,84,0,0,0,0,0,596,21
4992,0,0,691,84,0,0,0,0,0,597,17
5042,0,0,691,84,0,0,0,0,0,598,17
5092,0,0,695,84,0,0,0,0,0,599,16
5142,0,0,697,84,0,0,0,0,0,595,21
5192,0,0,700,84,0,0,0,0,0,600,21
5242,0,0,701,84,0,0,0,0,0,598,15
5292,0,0,702,84,0,0,0,0,0,596,21
5342,0,0,702,84,0,0,0,0,0,593,21
5392,0,0,703,83,0,0,0,0,0,596,15
5442,0,0,704,83,0,0,0,0,0,615,9
5492,0,0,702,83,0,0,0,0,0,615,7
5542,0,0,702,83,0,0,0,0,0,610,8
5592,0,0,700,83,0,0,0,0,0,597,8
5642,0,0,700,83,0,0,0,0,0,599,21
5692,0,0,701,83,0,0,0,0,0,607,22
5742,0,0,702,83,0,0,0,0,0,605,22
5792,0,0,701,83,0,0,0,0,0,611,21
5842,0,0,701,83,0,0,0,0,0,609,22
5892,0,0,702,83,0,0,0,0,0,608,13
5942,0,0,703,83,0,0,0,0,0,606,21
5992,0,0,704,83,0,0,0,0,0,606,7
6042,0,0,704,84,0,0,0,0,0,604,10
6092,0,0,704,84,0,0,0,0,0,601,16
6142,0,0,704,84,0,0,0,0,0,600,17
6192,0,0,703,84,0,0,0,0,0,602,22
6242,0,0,703,84,0,0,0,0,0,603,22
6292,0,0,704,84,0,0,0,0,0,602,28
6342,0,0,704,84,0,0,0,0,0,601,255
6392,0,0,703,84,0,0,0,0,0,603,255
6442,0,0,703,84,0,0,0,0,0,603,255
6492,0,0,703,84,0,0,0,0,0,601,255
6542,0,0,703,84,0,0,0,0,0,601,255
6592,0,0,703,84,0,0,0,0,0,603,255
6642,0,0,703,84,0,0,0,0,0,602,255
6692,0,0,703,84,0,0,0,0,0,601,255
6742,0,0,703,84,0,0,0,0,0,602,38
